[2019-08-26 04:30:42] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5FLVEYXjd3HRaCAY9LyyR_Y&mid=&merchid=&authkey=NzEyYzd3QjZXMmpiK2c4M0FjYVg5VnhrRWF5d0pSdThlWVpDcU1Fc0t4eVUrYnhhQmtHRjBnemx3Mm1mdVJXb24vdU5uNXp2ekxkZUszMUhlV3d0QnpNb3BTMmtDUzJSVjhhU0NZeGhJemxGUFE%3D&timestamp=1566765041117 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789961752 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789961752 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:03] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963280 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:03] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963280 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963267 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963267 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963354 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789963354 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789964091 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789964091 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789964211 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:04] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789964211 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969923 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969923 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969907 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969907 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969937 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789969937 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973187 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973187 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973202 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973202 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=18&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973298 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:13] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=18&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789973298 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=18&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789974090 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=18&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789974090 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981191 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981191 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981205 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981205 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981220 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:26:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5F5cBG1J8QpI3JqxaC4A5kY&mid=&merchid=&authkey=&timestamp=1566789981220 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:58:25] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904882 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:58:25] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904882 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904891 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904891 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904900 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904900 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904903 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:58:26] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904903 yoxwechatbusinessModel::set_user:END
[2019-08-26 11:58:27] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904915 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 11:58:27] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5H4n1EHkn_NIDxKJBS1xAYQ&mid=&merchid=&authkey=MTNjMGhjTW9iMjNpTXZta0Z6VDdyTlB2NFh2WVhGRDZVZ2E0OVJTeExRN2tXbVNWZzY2dlJsTmFhTTY0eFBCYmhLQU1rMFlRaHd6dFFybitoU3FKTFdsNDE1dw%3D%3D&timestamp=1566791904915 yoxwechatbusinessModel::set_user:END
[2019-08-26 14:25:20] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P3608qDh0FaoGLh9DjI-ro&mid=&merchid=&authkey=OTliMFl4dFRkZFlxcjhtcS83KytJc1Q2dE8zL1N3aTV3SHRkVUpObWZpUVNGTTBQMlM0ZWsvYUJaaFY0Y1g0cGRBWlRrSUZmNUVnMW1hSSthekdkcDFHeVE4NA%3D%3D&timestamp=1566800718700 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 14:25:20] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P3608qDh0FaoGLh9DjI-ro&mid=&merchid=&authkey=OTliMFl4dFRkZFlxcjhtcS83KytJc1Q2dE8zL1N3aTV3SHRkVUpObWZpUVNGTTBQMlM0ZWsvYUJaaFY0Y1g0cGRBWlRrSUZmNUVnMW1hSSthekdkcDFHeVE4NA%3D%3D&timestamp=1566800718700 yoxwechatbusinessModel::set_user:END
[2019-08-26 14:25:21] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P3608qDh0FaoGLh9DjI-ro&mid=&merchid=&authkey=NDRhYVNQNElvd1lsZzJ6L0lraUtLL2pSSVAxQ1dva0lRb2NUanllYTR0N3RIeXlEVXQ5VzNkVEh1QzB6RkZiSHVMdWFraFF6VFZOVncrMGcyVW0wdkgvSGJOdw%3D%3D&timestamp=1566800718890 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 14:25:21] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P3608qDh0FaoGLh9DjI-ro&mid=&merchid=&authkey=NDRhYVNQNElvd1lsZzJ6L0lraUtLL2pSSVAxQ1dva0lRb2NUanllYTR0N3RIeXlEVXQ5VzNkVEh1QzB6RkZiSHVMdWFraFF6VFZOVncrMGcyVW0wdkgvSGJOdw%3D%3D&timestamp=1566800718890 yoxwechatbusinessModel::set_user:END
[2019-08-26 16:03:54] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632100 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 16:03:54] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632100 yoxwechatbusinessModel::set_user:END
[2019-08-26 16:03:54] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806631935 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 16:03:54] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806631935 yoxwechatbusinessModel::set_user:END
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632080 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632080 yoxwechatbusinessModel::set_user:END
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806631990 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806631990 yoxwechatbusinessModel::set_user:END
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632058 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 16:03:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=MTFhZGwzbGdEbGQwLzM2bHpPclRJUVBvb25Vd3dqQlhSNDFYTFZQR0FzS25Hbyt6Y2dyR3dLdUJMT1h1NXdqeHFtM0JyTWlUV1hTYkQxdUJhRXN1R3RKOHVqcw%3D%3D&timestamp=1566806632058 yoxwechatbusinessModel::set_user:END
[2019-08-26 17:04:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281121 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:04:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281121 yoxwechatbusinessModel::set_user:END
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281162 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281162 yoxwechatbusinessModel::set_user:END
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281061 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281061 yoxwechatbusinessModel::set_user:END
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281142 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:04:43] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281142 yoxwechatbusinessModel::set_user:END
[2019-08-26 17:04:44] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281010 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:04:44] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ag7aftNuoctwWWaX4qst_I&mid=&merchid=&authkey=OTlkN3JHM2N1NjZyQ3hwa1k3WE5BeUlwRXRGeGpmS3ZvLzUyTnpjVkhRei92ZHVTbkFqalJ2aGNxMGhJb1lDaytaTzM1amx5NnlHN0hVVFJ4YmV5MmNiZnJKMA%3D%3D&timestamp=1566810281010 yoxwechatbusinessModel::set_user:END
