[2019-07-20 00:06:46] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ninbj6lI7wXJMKVuorPPoo&mid=&merchid=&authkey=MWQwY1BtV3dRbllmZmhaRHFtWjZBSHU0bmtiNzhyRllxcmg2d0lIWjNjVXJxcXVueEFNU3Y2U1pRRzNRNEY4S2ZqMWdPa29XaVlodEdZenNxMVRNc2YxdUpzWlJZVE95bkEvVEszNXpkS25Ma0E%3D&timestamp=1563552405838 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169268 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169268 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169294 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169294 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169317 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587169317 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:46:15] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587178536 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:15] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587178536 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:46:16] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587178954 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:46:16] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587178954 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:47:21] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587230773 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:47:21] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587230773 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:48:06] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&merchid=0&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587276028 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:48:06] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&merchid=0&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587276028 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:48:15] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=184&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587285398 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:48:15] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=184&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587285398 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:48:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=184&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587312544 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:48:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=184&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587312544 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:49:46] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=NmQ4NWVHb2JXRmo0V2dCdG41RUFGb0VMVU5panRIaHhxMmdJNkQ0TFpSTlBvakxpS2JnaU82Mi9VZENBdVVuTThJZHcraEZ6dTEwWWlZWWNrVUlOdnFTWXVrcw%3D%3D&timestamp=1563587386423 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:49:46] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=NmQ4NWVHb2JXRmo0V2dCdG41RUFGb0VMVU5panRIaHhxMmdJNkQ0TFpSTlBvakxpS2JnaU82Mi9VZENBdVVuTThJZHcraEZ6dTEwWWlZWWNrVUlOdnFTWXVrcw%3D%3D&timestamp=1563587386423 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:49:46] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=NmQ4NWVHb2JXRmo0V2dCdG41RUFGb0VMVU5panRIaHhxMmdJNkQ0TFpSTlBvakxpS2JnaU82Mi9VZENBdVVuTThJZHcraEZ6dTEwWWlZWWNrVUlOdnFTWXVrcw%3D%3D&timestamp=1563587386451 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:49:46] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=NmQ4NWVHb2JXRmo0V2dCdG41RUFGb0VMVU5panRIaHhxMmdJNkQ0TFpSTlBvakxpS2JnaU82Mi9VZENBdVVuTThJZHcraEZ6dTEwWWlZWWNrVUlOdnFTWXVrcw%3D%3D&timestamp=1563587386451 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:00] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587390079 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:00] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587390079 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:01] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587401910 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:01] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587401910 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402130 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402130 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402178 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402178 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402200 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402200 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402221 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587402221 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:14] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=YTc4NjZrdy9UUDMraEhPWWpoaVJmcFJiSHZoY3JScUo3dENRLzNnS3JQS05STE1XSDV6dkszeHJ4NEF2Z0l4UE5xNFErNDMx&timestamp=1563587414407 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:14] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=YTc4NjZrdy9UUDMraEhPWWpoaVJmcFJiSHZoY3JScUo3dENRLzNnS3JQS05STE1XSDV6dkszeHJ4NEF2Z0l4UE5xNFErNDMx&timestamp=1563587414407 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:14] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=YTc4NjZrdy9UUDMraEhPWWpoaVJmcFJiSHZoY3JScUo3dENRLzNnS3JQS05STE1XSDV6dkszeHJ4NEF2Z0l4UE5xNFErNDMx&timestamp=1563587414488 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:14] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=YTc4NjZrdy9UUDMraEhPWWpoaVJmcFJiSHZoY3JScUo3dENRLzNnS3JQS05STE1XSDV6dkszeHJ4NEF2Z0l4UE5xNFErNDMx&timestamp=1563587414488 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432522 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432522 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432652 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432652 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432711 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432711 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432735 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432735 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432758 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587432758 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:41] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441686 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:41] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441686 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:41] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441717 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:41] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441717 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:50:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441744 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:50:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=Yzk2NXQyTU5RUlF3RjJOcWJnbHNPaksxMEN4T0xoSGdIQXU5bk0wRi9ubnBNeTJqZzQ4R2NYWm5UclZZS2phSjB3U204eTNJV1IwUGs3MjdFTHhKYmFKUEsyc2orc2NiU3l3Uw%3D%3D&timestamp=1563587441744 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:54:17] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587647387 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:54:17] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587647387 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:54:57] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587686528 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:54:57] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587686528 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:33] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733606 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:33] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733606 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:33] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733751 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:33] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733751 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733798 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733798 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733823 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733823 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733850 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1563587733850 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:55:35] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587738333 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:55:35] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587738333 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:22] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587772019 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:22] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1563587772019 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:41] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804582 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:41] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804582 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:41] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804764 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:41] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804764 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804847 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804847 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804879 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804879 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804908 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:42] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587804908 yoxwechatbusinessModel::set_user:END
[2019-07-20 09:56:49] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587812620 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 09:56:49] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563587812620 yoxwechatbusinessModel::set_user:END
