[2019-06-20 08:37:50] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5K8ykbguJ0NvzDtdjEB9JIk&mid=&merchid=&authkey=MzZlN25qZEFEdjZoQUVvb2hNZ2FpQnI2ZS9pWVBMRWlGUktTODdNQ1RzeFRnUDVqV3hlelJhWUtadmNMRUl1OVNSK254TXJs&timestamp=1560991067513 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:31] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994647704 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:31] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994647729 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:31] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994647751 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:33] trace  /app/ewei_shopv2_api.php?i=2&r=groups&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994650449 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:38] trace  /app/ewei_shopv2_api.php?i=2&r=groups.team&success=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994655530 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:43] trace  /app/ewei_shopv2_api.php?i=2&r=seckill.get_list&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994659760 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 09:37:47] trace  /app/ewei_shopv2_api.php?i=2&r=seckill.get_list&comefrom=wxapp&openid=sns_wa_oWJzS5MDumWi_KoLAoXsDuqDD08E&mid=&merchid=&authkey=&timestamp=1560994664216 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789624 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789624 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789220 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789455 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789220 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789578 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789455 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789676 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789676 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=YjM5YURCdUZKdWQxYllTV011SU5Pd1BIZmYzSlkwTDd1clo5WlBtS29FcWxQcWNzN0MrejBuNFBMd1RPcTJkRGZwdWdMaGhlRjhMeC9KR1huaXpQeFQwdVljNA%3D%3D&timestamp=1560996789578 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:33] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=NjQ4NEwzaGRQRzFVR1ZIUm1JQ01NcXFMVi84Njl0N2RnMVQzKzVocFEyNFM0QXhvRkN4bm1zTS9IVWI0bS9lTit6ZzZRZUZtSVZCTWRnQkJWL2hRQzRPRURGaw%3D%3D&timestamp=1560996813459 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:33] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=NjQ4NEwzaGRQRzFVR1ZIUm1JQ01NcXFMVi84Njl0N2RnMVQzKzVocFEyNFM0QXhvRkN4bm1zTS9IVWI0bS9lTit6ZzZRZUZtSVZCTWRnQkJWL2hRQzRPRURGaw%3D%3D&timestamp=1560996813459 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:13:33] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=NjQ4NEwzaGRQRzFVR1ZIUm1JQ01NcXFMVi84Njl0N2RnMVQzKzVocFEyNFM0QXhvRkN4bm1zTS9IVWI0bS9lTit6ZzZRZUZtSVZCTWRnQkJWL2hRQzRPRURGaw%3D%3D&timestamp=1560996813504 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:13:33] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=NjQ4NEwzaGRQRzFVR1ZIUm1JQ01NcXFMVi84Njl0N2RnMVQzKzVocFEyNFM0QXhvRkN4bm1zTS9IVWI0bS9lTit6ZzZRZUZtSVZCTWRnQkJWL2hRQzRPRURGaw%3D%3D&timestamp=1560996813504 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:14:14] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.my_invite_user&isajax=1&status=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1560996855038 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:14:14] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.my_invite_user&isajax=1&status=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1560996855038 yoxwechatbusinessModel::set_user:END
[2019-06-20 10:14:22] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.my_invite_user&isajax=1&status=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1560996862381 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 10:14:22] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.my_invite_user&isajax=1&status=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1560996862381 yoxwechatbusinessModel::set_user:END
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&authkey=&timestamp=1561003217311 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&authkey=&timestamp=1561003217311 yoxwechatbusinessModel::set_user:END
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217354 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217358 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217354 yoxwechatbusinessModel::set_user:END
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217358 yoxwechatbusinessModel::set_user:END
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217350 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217326 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217350 yoxwechatbusinessModel::set_user:END
[2019-06-20 12:00:20] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5I4SwtIvnavadWO1lOR7lAw&mid=&merchid=&authkey=&timestamp=1561003217326 yoxwechatbusinessModel::set_user:END
[2019-06-20 18:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5OByKKADbs11e-dizI94IIw&mid=&merchid=&authkey=&timestamp=1561026370604 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 18:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5OByKKADbs11e-dizI94IIw&authkey=&timestamp=1561026370487 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 18:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5OByKKADbs11e-dizI94IIw&mid=&merchid=&authkey=&timestamp=1561026370543 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 18:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5OByKKADbs11e-dizI94IIw&mid=&merchid=&authkey=&timestamp=1561026370657 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-20 18:26:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5OByKKADbs11e-dizI94IIw&mid=&merchid=&authkey=&timestamp=1561026370635 yoxwechatbusinessModel::set_user:BEGIN
