[2019-06-18 00:37:15] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=YzViOFhYWjJqOFdKMjkzRTczQTFXMFNGRXdoNkJsa0s4ZjhzcTZpaDl4eGZpSzMxYzZlcmI5YmhNYUNhVnpvR0xaZzd1RTU4&timestamp=1560789437375 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789652710 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653749 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653728 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653749 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653776 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653728 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653776 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653786 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653795 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653786 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789653795 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654650 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654650 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654672 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654696 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654672 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654696 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654706 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654706 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654714 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789654714 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655199 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655199 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655218 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655243 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655218 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655243 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655266 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655266 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655252 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655252 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655830 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655830 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655853 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655853 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655877 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655898 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656307 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655888 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656278 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655877 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656307 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655898 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789655888 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656278 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656343 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656343 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656333 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656333 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656740 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656353 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656740 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:07] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656353 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656759 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656759 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656798 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656798 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656789 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657230 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657230 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656789 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657207 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656808 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657207 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789656808 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657265 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657275 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657265 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657275 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657735 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657735 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657286 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657286 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657754 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657754 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657781 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657781 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657792 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657792 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658162 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658162 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657802 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:09] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789657802 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658204 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658179 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658179 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658204 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658224 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658215 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658224 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658215 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658640 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658640 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658686 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658686 yoxwechatbusinessModel::set_user:END
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658658 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 00:41:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=&timestamp=1560789658658 yoxwechatbusinessModel::set_user:END
