[2019-07-26 09:05:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=ZWNlMkNQWkx4dTV5OERQeVloWDcvaUNRWnRMdTVLR1BOc0VNYVBnL0lqcENOWWZHUmsxQWMxMDFNTUtGWExJNlROcjN6WEJBMXNZMXhqeEZYVWNTZHVaRkRzNXhWZmRWaEU5RWhFZE8rK2xkQ3c%3D&timestamp=1564103084880 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:12:02] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122475 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:12:02] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122475 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122584 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122584 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122623 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122623 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122703 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:12:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=ZjlhZmttTmFDSjdhaHk5UDhpRitUNEp4elFLM1BBblJnREZJM2U5T01lZjB4VWZrZHorWDlBbVBEVWtucW5JQTIrZCtoT1NxYlNpYzJhNzFOcFpLRlVvK1NQSQ%3D%3D&timestamp=1564107122703 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:14] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=MjcyZEwwUDUydTB6VWFDUkpnOE40eGZPUU0rbDBxZGZOTW8weXA1WnZ2dDFmKzlTcVA5ZGIxMGlZNzlZYUQwQ0g1N0JoUFNFd2FXc1NjRUQrL0hoaVhJbC8vSjlwcWtIODdTMQ%3D%3D&timestamp=1564107193947 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:14] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=MjcyZEwwUDUydTB6VWFDUkpnOE40eGZPUU0rbDBxZGZOTW8weXA1WnZ2dDFmKzlTcVA5ZGIxMGlZNzlZYUQwQ0g1N0JoUFNFd2FXc1NjRUQrL0hoaVhJbC8vSjlwcWtIODdTMQ%3D%3D&timestamp=1564107193947 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:14] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=MjcyZEwwUDUydTB6VWFDUkpnOE40eGZPUU0rbDBxZGZOTW8weXA1WnZ2dDFmKzlTcVA5ZGIxMGlZNzlZYUQwQ0g1N0JoUFNFd2FXc1NjRUQrL0hoaVhJbC8vSjlwcWtIODdTMQ%3D%3D&timestamp=1564107193988 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:14] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=MjcyZEwwUDUydTB6VWFDUkpnOE40eGZPUU0rbDBxZGZOTW8weXA1WnZ2dDFmKzlTcVA5ZGIxMGlZNzlZYUQwQ0g1N0JoUFNFd2FXc1NjRUQrL0hoaVhJbC8vSjlwcWtIODdTMQ%3D%3D&timestamp=1564107193988 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201861 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201861 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201889 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201889 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201917 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107201917 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:23] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107203184 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:23] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107203184 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:23] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107203489 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:23] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107203489 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:32] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107211591 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:32] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107211591 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:38] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=MDExYzJSMmd5K0pUTlo1VnppUkVTbUd3bVlSdGI4ZTh3dHNDQlhNaU5DaE5ZbzlCTlF1NWMzVjdUMHVjRVI3czNmOVNvVUVBOE40cTdFL0VaenpZQ0RabHBpQQ%3D%3D&timestamp=1564107218621 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:38] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=MDExYzJSMmd5K0pUTlo1VnppUkVTbUd3bVlSdGI4ZTh3dHNDQlhNaU5DaE5ZbzlCTlF1NWMzVjdUMHVjRVI3czNmOVNvVUVBOE40cTdFL0VaenpZQ0RabHBpQQ%3D%3D&timestamp=1564107218625 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=MDExYzJSMmd5K0pUTlo1VnppUkVTbUd3bVlSdGI4ZTh3dHNDQlhNaU5DaE5ZbzlCTlF1NWMzVjdUMHVjRVI3czNmOVNvVUVBOE40cTdFL0VaenpZQ0RabHBpQQ%3D%3D&timestamp=1564107218632 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:39] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.update&timestamp=1564107219367 id=85; optionid=0; total=3; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=OWExMExnNVcxaEgvdWlHV3U0N2tGZE1IQ1BYeFVYMlp4Unc0M1lWVFdvOGg3bkYvU2hhbHpqRkF5Q1F2ZzZTckpkV2MyL2hoY2JxajBSVExpRnJ0M3VJQnFlZlN5aG5JRkFNYw==; 
yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:39] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.update&timestamp=1564107219367 id=85; optionid=0; total=3; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=OWExMExnNVcxaEgvdWlHV3U0N2tGZE1IQ1BYeFVYMlp4Unc0M1lWVFdvOGg3bkYvU2hhbHpqRkF5Q1F2ZzZTckpkV2MyL2hoY2JxajBSVExpRnJ0M3VJQnFlZlN5aG5JRkFNYw==; 
yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:39] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107219576 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:39] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107219576 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:13:41] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107221605 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:41] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107221611 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:46] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107226029 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=YzFmZkFBUTJacXdhelBSdDdEZ0dneWZ5aDlLL1RtUVViOU1OS1czZ3crRFFMM3pYQVhpcTN2M2U1aGFXcGtMYTVyK010dzRsOGNNT1BUTlRMQUZxcjRTMi9EaitqRzJxOERpOFVNUHBhTzhPVHc%3D&timestamp=1564107229527 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:49] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=YzFmZkFBUTJacXdhelBSdDdEZ0dneWZ5aDlLL1RtUVViOU1OS1czZ3crRFFMM3pYQVhpcTN2M2U1aGFXcGtMYTVyK010dzRsOGNNT1BUTlRMQUZxcjRTMi9EaitqRzJxOERpOFVNUHBhTzhPVHc%3D&timestamp=1564107229531 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:13:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=YzFmZkFBUTJacXdhelBSdDdEZ0dneWZ5aDlLL1RtUVViOU1OS1czZ3crRFFMM3pYQVhpcTN2M2U1aGFXcGtMYTVyK010dzRsOGNNT1BUTlRMQUZxcjRTMi9EaitqRzJxOERpOFVNUHBhTzhPVHc%3D&timestamp=1564107229529 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107242214 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107242217 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107242218 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=7&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjU0MXlFaC9MK2Z1ZUFmL0FzUXRGUkUxSFI4dmhuT2ZCRWlQcElaMkZ3TUF6UVFSVU1BRHVydHFHTjVtRVlReWFGOG43bGtMNHE5b0ZGN2J5V2gzZE9nY2FVU3ZHU2o0blFVV2M3eWFNcUpuTFE%3D&timestamp=1564107244355 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&id=7&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjU0MXlFaC9MK2Z1ZUFmL0FzUXRGUkUxSFI4dmhuT2ZCRWlQcElaMkZ3TUF6UVFSVU1BRHVydHFHTjVtRVlReWFGOG43bGtMNHE5b0ZGN2J5V2gzZE9nY2FVU3ZHU2o0blFVV2M3eWFNcUpuTFE%3D&timestamp=1564107244360 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:07] trace  /app/ewei_shopv2_api.php?i=2&r=yoxarticlevideo.article&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107247403 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:07] trace  /app/ewei_shopv2_api.php?i=2&r=yoxarticlevideo.video&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107247405 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:20] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&id=7&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107260020 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:20] trace  /app/ewei_shopv2_api.php?i=2&r=yoxarticlevideo.article&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107260670 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:20] trace  /app/ewei_shopv2_api.php?i=2&r=yoxarticlevideo.video&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107260672 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:26] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&id=7&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107266494 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:29] trace  /app/ewei_shopv2_api.php?i=2&r=yoxdiy.template_list&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107268877 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:33] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&id=7&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107273258 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:35] trace  /app/ewei_shopv2_api.php?i=2&r=yoxfriendscircle.friendscircle_list&isajax=1&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107275223 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:42] trace  /app/ewei_shopv2_api.php?i=2&r=yoxfriendscircle.attitude.edit&isajax=1&type=ARTICLE&target_id=31&attitude=LIKE&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=MjNjNVFicEVSLy9PZE03dWplejMxTDRBNWZZTEJXcXhHZkNtWjR1djNlQU9ESmEvWDVRY0FVczV2NFhvSlhQQW5xeFdQeHNXMUhwYndMWVBacUltamdZVDNBYVJEN0ZiN3VOMmtPTVF5Sk51ckE%3D&timestamp=1564107282154 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:42] trace  /app/ewei_shopv2_api.php?i=2&r=yoxfriendscircle.friendscircle_list&isajax=1&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107282459 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:46] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286528 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:46] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286528 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286570 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286570 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286615 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286615 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286638 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286638 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286663 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564107286663 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:48] trace  /app/ewei_shopv2_api.php?i=2&r=yoxfriendscircle.attitude.edit&isajax=1&type=ARTICLE&target_id=31&attitude=LIKE&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107287689 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:48] trace  /app/ewei_shopv2_api.php?i=2&r=yoxfriendscircle.friendscircle_list&isajax=1&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1564107288350 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:51] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=OGY5OS9nUU9WTFdpSVJ0R1RrY0E4emdOaXRDS1Z6MllZQTdMZWRMUy9MZnBRZ3B0VmhRdTVZM0c3NnF5WmRrVUg3VWZTaGpqUEZpSlFBU21rYk1DTTNvdk9BZU5DQjVEVjNmLw%3D%3D&timestamp=1564107291136 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:51] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=OGY5OS9nUU9WTFdpSVJ0R1RrY0E4emdOaXRDS1Z6MllZQTdMZWRMUy9MZnBRZ3B0VmhRdTVZM0c3NnF5WmRrVUg3VWZTaGpqUEZpSlFBU21rYk1DTTNvdk9BZU5DQjVEVjNmLw%3D%3D&timestamp=1564107291136 yoxwechatbusinessModel::set_user:END
[2019-07-26 10:14:51] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=OGY5OS9nUU9WTFdpSVJ0R1RrY0E4emdOaXRDS1Z6MllZQTdMZWRMUy9MZnBRZ3B0VmhRdTVZM0c3NnF5WmRrVUg3VWZTaGpqUEZpSlFBU21rYk1DTTNvdk9BZU5DQjVEVjNmLw%3D%3D&timestamp=1564107291177 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 10:14:51] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.get_cart&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=OGY5OS9nUU9WTFdpSVJ0R1RrY0E4emdOaXRDS1Z6MllZQTdMZWRMUy9MZnBRZ3B0VmhRdTVZM0c3NnF5WmRrVUg3VWZTaGpqUEZpSlFBU21rYk1DTTNvdk9BZU5DQjVEVjNmLw%3D%3D&timestamp=1564107291177 yoxwechatbusinessModel::set_user:END
